Ship_id,Prod_id,Ord_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Customer_Name,City,State,Country,Customer_Segment,Order_ID_x,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Order_ID_y,Ship_Mode,Ship_Date
SHP_1216,Prod_13,Ord_884,Cust_307,133.66,0.07,23,-5.6,2.27,0.56,MICHAEL GRANLUND,Delhi,Delhi,India,CORPORATE,3361,08/22/2012,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,3361,REGULAR AIR,08/23/2012
SHP_1217,Prod_8,Ord_885,Cust_308,127.74,0.04,7,-5.57,4,0.37,STEVE CARROLL,Delhi,Delhi,India,CONSUMER,3393,07/03/2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,3393,EXPRESS AIR,07/04/2011
SHP_1218,Prod_5,Ord_885,Cust_308,325.92,0.03,33,-36.47,7.29,0.45,STEVE CARROLL,Delhi,Delhi,India,CONSUMER,3393,07/03/2011,HIGH,FURNITURE,OFFICE FURNISHINGS,3393,REGULAR AIR,07/03/2011
SHP_1219,Prod_3,Ord_886,Cust_309,325.24,0.05,50,-79.42,5.27,0.36,SCOTT WILLIAMSON,Delhi,Delhi,India,SMALL BUSINESS,4487,02/22/2010,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,4487,REGULAR AIR,02/23/2010
SHP_122,Prod_3,Ord_90,Cust_66,1414.05,0.09,42,161.48,14.72,0.37,DOUG BICKFORD,Mumbai,Maharashtra,India,SMALL BUSINESS,14116,10/09/2011,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,14116,REGULAR AIR,10/10/2011
SHP_1220,Prod_3,Ord_887,Cust_310,1765.05,0.05,40,749.22,2.99,0.39,DENNIS BOLTON,Delhi,Delhi,India,SMALL BUSINESS,4579,11/30/2011,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,4579,REGULAR AIR,12/01/2011
SHP_1221,Prod_13,Ord_888,Cust_311,12.8,0,4,-2.21,0.7,0.56,SEAN WENDT,Delhi,Delhi,India,CORPORATE,5061,08/13/2010,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,5061,REGULAR AIR,08/15/2010
SHP_1222,Prod_10,Ord_889,Cust_312,709.04,0.1,3,-337.92,64.66,0.62,JOHN CASTELL,Delhi,Delhi,India,CONSUMER,5092,10/29/2011,LOW,FURNITURE,BOOKCASES,5092,DELIVERY TRUCK,10/29/2011
SHP_1223,Prod_6,Ord_889,Cust_312,978.77,0.06,25,220.91,13.26,0.36,JOHN CASTELL,Delhi,Delhi,India,CONSUMER,5092,10/29/2011,LOW,OFFICE SUPPLIES,PAPER,5092,REGULAR AIR,11/03/2011
SHP_1224,Prod_13,Ord_890,Cust_304,129.44,0.02,46,-5.54,1.3,0.59,ART FERGUSON,Delhi,Delhi,India,CORPORATE,5511,11/28/2009,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,5511,EXPRESS AIR,11/29/2009
SHP_1225,Prod_4,Ord_890,Cust_304,1829.387,0.02,32,482.45,3.9,0.55,ART FERGUSON,Delhi,Delhi,India,CORPORATE,5511,11/28/2009,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,5511,REGULAR AIR,11/29/2009
SHP_1226,Prod_2,Ord_891,Cust_313,9626.86,0.08,34,1882.2,42.52,0.57,JACK O'BRIANT,Delhi,Delhi,India,SMALL BUSINESS,5799,08/02/2011,CRITICAL,OFFICE SUPPLIES,APPLIANCES,5799,DELIVERY TRUCK,08/04/2011
SHP_1227,Prod_4,Ord_892,Cust_314,813.535,0,42,435.95,0.99,0.37,DAVID PHILIPPE,Delhi,Delhi,India,CONSUMER,5890,11/03/2012,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,5890,EXPRESS AIR,11/04/2012
SHP_1228,Prod_17,Ord_893,Cust_315,18028.07,0.02,36,8157.7,28.14,0.38,CHAD SIEVERT,Delhi,Delhi,India,CORPORATE,6596,07/21/2011,LOW,TECHNOLOGY,OFFICE MACHINES,6596,DELIVERY TRUCK,07/26/2011
SHP_1229,Prod_8,Ord_894,Cust_316,1880.8,0.07,47,775.88,1.99,0.44,MATT ABELMAN,Delhi,Delhi,India,HOME OFFICE,7015,10/12/2010,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,7015,REGULAR AIR,10/14/2010
SHP_123,Prod_10,Ord_91,Cust_67,5350.61,0.09,34,-1059.2,60.49,0.69,BETH THOMPSON,Mumbai,Maharashtra,India,CORPORATE,14372,10/23/2012,CRITICAL,FURNITURE,BOOKCASES,14372,DELIVERY TRUCK,10/25/2012
SHP_1230,Prod_4,Ord_894,Cust_316,7143.927,0.02,42,2374.73,4.2,0.56,MATT ABELMAN,Delhi,Delhi,India,HOME OFFICE,7015,10/12/2010,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,7015,EXPRESS AIR,10/13/2010
SHP_1231,Prod_3,Ord_895,Cust_317,118.98,0.05,8,-12.77,7.27,0.38,SHAUN WEIEN,Delhi,Delhi,India,HOME OFFICE,7106,05/10/2012,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,7106,REGULAR AIR,05/12/2012
SHP_1231,Prod_8,Ord_895,Cust_317,4910.09,0.01,31,1669.38,5.5,0.49,SHAUN WEIEN,Delhi,Delhi,India,HOME OFFICE,7106,05/10/2012,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,7106,REGULAR AIR,05/12/2012
SHP_1231,Prod_1,Ord_895,Cust_317,1058.45,0.01,36,-386.02,19.99,0.67,SHAUN WEIEN,Delhi,Delhi,India,HOME OFFICE,7106,05/10/2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,7106,REGULAR AIR,05/12/2012
SHP_1232,Prod_17,Ord_896,Cust_1270,3332.06,0.09,35,412.63,19.99,0.52,MAYA HERMAN,Kanyakumari,Tamil Nadu,India,CORPORATE,8007,02/11/2012,LOW,TECHNOLOGY,OFFICE MACHINES,8007,REGULAR AIR,02/11/2012
SHP_1232,Prod_4,Ord_896,Cust_318,820.5645,0.09,5,-800.25,8.99,0.6,MAYA HERMAN,Delhi,Delhi,India,CORPORATE,8007,02/11/2012,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,8007,REGULAR AIR,02/11/2012
SHP_1233,Prod_17,Ord_897,Cust_314,7486.09,0.05,5,-2561.32,29.7,0.57,DAVID PHILIPPE,Delhi,Delhi,India,CONSUMER,8257,03/22/2009,LOW,TECHNOLOGY,OFFICE MACHINES,8257,DELIVERY TRUCK,03/22/2009
SHP_1234,Prod_6,Ord_897,Cust_314,881.32,0.02,18,373.67,5.09,0.37,DAVID PHILIPPE,Delhi,Delhi,India,CONSUMER,8257,03/22/2009,LOW,OFFICE SUPPLIES,PAPER,8257,REGULAR AIR,03/26/2009
SHP_1235,Prod_13,Ord_897,Cust_314,22.77,0.03,5,-6.2,1.6,0.58,DAVID PHILIPPE,Delhi,Delhi,India,CONSUMER,8257,03/22/2009,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,8257,REGULAR AIR,03/29/2009
SHP_1236,Prod_4,Ord_898,Cust_302,220.7875,0.09,5,-305.32,5,0.83,SALLY MATTHIAS,Delhi,Delhi,India,HOME OFFICE,8773,10/22/2011,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,8773,REGULAR AIR,10/22/2011
SHP_1237,Prod_5,Ord_899,Cust_319,160.29,0.01,20,1.35,4,0.42,MICHAEL GRANLUND,Delhi,Delhi,India,HOME OFFICE,9057,11/04/2009,CRITICAL,FURNITURE,OFFICE FURNISHINGS,9057,REGULAR AIR,11/04/2009
SHP_1238,Prod_3,Ord_900,Cust_314,124.81,0.06,3,-11.94,2.99,0.36,DAVID PHILIPPE,Delhi,Delhi,India,CONSUMER,9285,01/02/2009,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,9285,REGULAR AIR,01/04/2009
SHP_1239,Prod_13,Ord_901,Cust_315,706.68,0.1,47,6.6,5.45,0.55,CHAD SIEVERT,Delhi,Delhi,India,CORPORATE,9861,10/28/2012,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,9861,REGULAR AIR,11/01/2012
SHP_124,Prod_8,Ord_92,Cust_52,310.87,0.07,15,-21.48,4,0.6,RALPH KNIGHT,Mumbai,Maharashtra,India,CONSUMER,14726,01/08/2012,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,14726,REGULAR AIR,01/08/2012
SHP_1240,Prod_11,Ord_902,Cust_320,6408.3,0.1,24,539.54,35.67,0.66,JACK O'BRIANT,Delhi,Delhi,India,CONSUMER,9922,04/03/2011,NOT SPECIFIED,FURNITURE,TABLES,9922,DELIVERY TRUCK,04/04/2011
SHP_1241,Prod_5,Ord_903,Cust_315,63.71,0.01,27,-96.03,5.33,0.43,CHAD SIEVERT,Delhi,Delhi,India,CORPORATE,9923,10/05/2009,HIGH,FURNITURE,OFFICE FURNISHINGS,9923,REGULAR AIR,10/05/2009
SHP_1242,Prod_1,Ord_903,Cust_315,5388.8,0.03,14,-115.08,99,0.65,CHAD SIEVERT,Delhi,Delhi,India,CORPORATE,9923,10/05/2009,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,9923,DELIVERY TRUCK,10/06/2009
SHP_1243,Prod_3,Ord_904,Cust_315,1751.68,0.1,43,771.83,2.99,0.35,CHAD SIEVERT,Delhi,Delhi,India,CORPORATE,9925,01/30/2012,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,9925,EXPRESS AIR,02/02/2012
SHP_1244,Prod_13,Ord_904,Cust_315,684.5,0.02,31,-27.99,8.99,0.59,CHAD SIEVERT,Delhi,Delhi,India,CORPORATE,9925,01/30/2012,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,9925,REGULAR AIR,02/01/2012
SHP_1244,Prod_3,Ord_904,Cust_315,86.47,0.07,17,-9.35,2.99,0.37,CHAD SIEVERT,Delhi,Delhi,India,CORPORATE,9925,01/30/2012,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,9925,REGULAR AIR,02/01/2012
SHP_1245,Prod_8,Ord_905,Cust_302,435.27,0.05,27,-147.51,8.99,0.64,SALLY MATTHIAS,Delhi,Delhi,India,HOME OFFICE,10593,02/12/2012,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,10593,REGULAR AIR,02/13/2012
SHP_1246,Prod_5,Ord_905,Cust_302,723.82,0.05,26,-40.98,19.46,0.44,SALLY MATTHIAS,Delhi,Delhi,India,HOME OFFICE,10593,02/12/2012,HIGH,FURNITURE,OFFICE FURNISHINGS,10593,REGULAR AIR,02/14/2012
SHP_1247,Prod_1,Ord_906,Cust_321,1684.96,0.08,16,-553.06,35,0.82,IVAN LISTON,Delhi,Delhi,India,CONSUMER,11969,01/19/2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,11969,REGULAR AIR,01/20/2012
SHP_1248,Prod_11,Ord_906,Cust_321,11460.76,0.1,42,4264.82,60,NA,IVAN LISTON,Delhi,Delhi,India,CONSUMER,11969,01/19/2012,NOT SPECIFIED,FURNITURE,TABLES,11969,DELIVERY TRUCK,01/21/2012
SHP_1248,Prod_11,Ord_906,Cust_321,1662.048,0.03,9,-471.26,110.2,0.73,IVAN LISTON,Delhi,Delhi,India,CONSUMER,11969,01/19/2012,NOT SPECIFIED,FURNITURE,TABLES,11969,DELIVERY TRUCK,01/21/2012
SHP_1249,Prod_15,Ord_907,Cust_322,159.51,0.04,1,-103.63,30,0.78,BRAD NORVELL,Delhi,Delhi,India,CORPORATE,12228,06/25/2009,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,12228,DELIVERY TRUCK,06/28/2009
SHP_125,Prod_2,Ord_93,Cust_55,9062.73,0.09,48,3122.78,0.99,0.55,CARL JACKSON,Mumbai,Maharashtra,India,HOME OFFICE,14819,01/25/2010,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,14819,REGULAR AIR,01/27/2010
SHP_1250,Prod_4,Ord_907,Cust_322,5015.051,0.05,30,1090.43,4.2,0.59,BRAD NORVELL,Delhi,Delhi,India,CORPORATE,12228,06/25/2009,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,12228,REGULAR AIR,06/25/2009
SHP_1251,Prod_2,Ord_908,Cust_323,168.66,0.08,45,-167.06,5.13,0.59,KEN HEIDEL,Delhi,Delhi,India,CORPORATE,12355,05/28/2011,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,12355,REGULAR AIR,05/30/2011
SHP_1252,Prod_8,Ord_909,Cust_307,2560.59,0.07,34,670.96,7.18,0.48,MICHAEL GRANLUND,Delhi,Delhi,India,CORPORATE,12389,08/04/2009,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,12389,REGULAR AIR,08/06/2009
SHP_1253,Prod_1,Ord_909,Cust_307,189.04,0.08,16,-74.77,8.6,0.57,MICHAEL GRANLUND,Delhi,Delhi,India,CORPORATE,12389,08/04/2009,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,12389,REGULAR AIR,08/05/2009
SHP_1254,Prod_6,Ord_910,Cust_324,2116.62,0.06,37,745.45,13.88,0.36,JOHN CASTELL,Delhi,Delhi,India,SMALL BUSINESS,12710,08/17/2010,CRITICAL,OFFICE SUPPLIES,PAPER,12710,REGULAR AIR,08/17/2010
SHP_1255,Prod_10,Ord_911,Cust_302,28180.08,0.02,32,7513.88,44.55,0.62,SALLY MATTHIAS,Delhi,Delhi,India,HOME OFFICE,13636,01/22/2009,LOW,FURNITURE,BOOKCASES,13636,DELIVERY TRUCK,01/26/2009
SHP_1256,Prod_13,Ord_912,Cust_323,27.05,0,12,1,0.83,0.57,KEN HEIDEL,Delhi,Delhi,India,CORPORATE,14021,03/07/2011,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,14021,EXPRESS AIR,03/08/2011
SHP_1257,Prod_17,Ord_913,Cust_325,6580.16,0.1,34,2786.35,15.59,0.36,MIKE KENNEDY,Delhi,Delhi,India,SMALL BUSINESS,14338,01/31/2010,LOW,TECHNOLOGY,OFFICE MACHINES,14338,DELIVERY TRUCK,02/07/2010
SHP_1258,Prod_17,Ord_914,Cust_326,5610.84,0.07,37,2366.51,13.99,0.38,CHARLES SHELDON,Delhi,Delhi,India,CORPORATE,14406,03/08/2010,MEDIUM,TECHNOLOGY,OFFICE MACHINES,14406,REGULAR AIR,03/10/2010
SHP_1259,Prod_1,Ord_914,Cust_326,455.34,0.06,20,-932.55,53.03,0.78,CHARLES SHELDON,Delhi,Delhi,India,CORPORATE,14406,03/08/2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,14406,DELIVERY TRUCK,03/10/2010
SHP_126,Prod_10,Ord_93,Cust_55,1584.1,0.07,27,-478.22,36.61,0.61,CARL JACKSON,Mumbai,Maharashtra,India,HOME OFFICE,14819,01/25/2010,NOT SPECIFIED,FURNITURE,BOOKCASES,14819,DELIVERY TRUCK,01/26/2010
SHP_1260,Prod_4,Ord_914,Cust_326,2329.646,0.1,35,-310.24,0.99,0.85,CHARLES SHELDON,Delhi,Delhi,India,CORPORATE,14406,03/08/2010,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,14406,EXPRESS AIR,03/10/2010
SHP_1261,Prod_6,Ord_915,Cust_327,275.06,0.05,36,-237.87,11.15,0.37,MIKE KENNEDY,Delhi,Delhi,India,CORPORATE,15878,11/04/2010,HIGH,OFFICE SUPPLIES,PAPER,15878,REGULAR AIR,11/06/2010
SHP_1262,Prod_5,Ord_916,Cust_328,27.96,0.17,1,-9.13,13.56,0.58,MATT ABELMAN,Delhi,Delhi,India,SMALL BUSINESS,16133,09/25/2009,CRITICAL,FURNITURE,OFFICE FURNISHINGS,16133,REGULAR AIR,09/27/2009
SHP_1263,Prod_17,Ord_917,Cust_302,3699.22,0.05,45,565.18,30.06,0.4,SALLY MATTHIAS,Delhi,Delhi,India,HOME OFFICE,16612,02/13/2009,HIGH,TECHNOLOGY,OFFICE MACHINES,16612,DELIVERY TRUCK,02/14/2009
SHP_1264,Prod_6,Ord_917,Cust_302,48.93,0,6,-38.72,10.05,0.37,SALLY MATTHIAS,Delhi,Delhi,India,HOME OFFICE,16612,02/13/2009,HIGH,OFFICE SUPPLIES,PAPER,16612,REGULAR AIR,02/15/2009
SHP_1265,Prod_8,Ord_918,Cust_322,397.55,0.08,5,-152.47,6.13,0.45,BRAD NORVELL,Delhi,Delhi,India,CORPORATE,16967,08/19/2011,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,16967,REGULAR AIR,08/21/2011
SHP_1266,Prod_6,Ord_918,Cust_322,676.26,0.06,34,181.98,5.77,0.38,BRAD NORVELL,Delhi,Delhi,India,CORPORATE,16967,08/19/2011,LOW,OFFICE SUPPLIES,PAPER,16967,REGULAR AIR,08/19/2011
SHP_1267,Prod_5,Ord_919,Cust_304,451.32,0.04,42,1.16,5.16,0.57,ART FERGUSON,Delhi,Delhi,India,CORPORATE,18432,03/12/2011,HIGH,FURNITURE,OFFICE FURNISHINGS,18432,REGULAR AIR,03/12/2011
SHP_1268,Prod_2,Ord_919,Cust_304,217.66,0.1,15,-24.91,6.75,0.52,ART FERGUSON,Delhi,Delhi,India,CORPORATE,18432,03/12/2011,HIGH,OFFICE SUPPLIES,APPLIANCES,18432,EXPRESS AIR,03/12/2011
SHP_1269,Prod_2,Ord_919,Cust_304,1374.67,0.08,5,-126.34,23.19,0.59,ART FERGUSON,Delhi,Delhi,India,CORPORATE,18432,03/12/2011,HIGH,OFFICE SUPPLIES,APPLIANCES,18432,DELIVERY TRUCK,03/14/2011
SHP_127,Prod_13,Ord_94,Cust_68,82.15,0.03,35,-6.33,1.12,0.58,DOROTHY BADDERS,Mumbai,Maharashtra,India,HOME OFFICE,15106,01/27/2011,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,15106,REGULAR AIR,01/29/2011
SHP_127,Prod_5,Ord_94,Cust_68,283.58,0.03,42,-14.23,4.95,0.37,DOROTHY BADDERS,Mumbai,Maharashtra,India,HOME OFFICE,15106,01/27/2011,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,15106,REGULAR AIR,01/29/2011
SHP_1270,Prod_13,Ord_919,Cust_304,76.42,0.02,12,20.44,0.83,0.49,ART FERGUSON,Delhi,Delhi,India,CORPORATE,18432,03/12/2011,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,18432,EXPRESS AIR,03/14/2011
SHP_1271,Prod_2,Ord_920,Cust_329,4891.86,0.02,27,253.14,55.24,0.57,BRIAN DERR,Delhi,Delhi,India,SMALL BUSINESS,18464,03/28/2012,HIGH,OFFICE SUPPLIES,APPLIANCES,18464,DELIVERY TRUCK,03/30/2012
SHP_1272,Prod_10,Ord_920,Cust_329,6039.1,0.01,37,-345.92,66.27,0.65,BRIAN DERR,Delhi,Delhi,India,SMALL BUSINESS,18464,03/28/2012,HIGH,FURNITURE,BOOKCASES,18464,DELIVERY TRUCK,03/28/2012
SHP_1273,Prod_6,Ord_920,Cust_329,206.49,0.05,31,80.07,1.34,0.36,BRIAN DERR,Delhi,Delhi,India,SMALL BUSINESS,18464,03/28/2012,HIGH,OFFICE SUPPLIES,PAPER,18464,REGULAR AIR,03/30/2012
SHP_1273,Prod_7,Ord_920,Cust_329,80.54,0.01,41,-18.72,0.76,0.83,BRIAN DERR,Delhi,Delhi,India,SMALL BUSINESS,18464,03/28/2012,HIGH,OFFICE SUPPLIES,RUBBER BANDS,18464,REGULAR AIR,03/30/2012
SHP_1274,Prod_10,Ord_921,Cust_330,1217.62,0.03,8,-221.5,36.09,0.77,ROLAND BLACK,Delhi,Delhi,India,SMALL BUSINESS,18754,09/25/2009,NOT SPECIFIED,FURNITURE,BOOKCASES,18754,DELIVERY TRUCK,09/27/2009
SHP_1275,Prod_4,Ord_921,Cust_330,1725.0325,0.08,32,206.35,8.99,0.56,ROLAND BLACK,Delhi,Delhi,India,SMALL BUSINESS,18754,09/25/2009,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,18754,REGULAR AIR,09/26/2009
SHP_1276,Prod_12,Ord_922,Cust_316,82.97,0.04,20,32.5,0.5,0.39,MATT ABELMAN,Delhi,Delhi,India,HOME OFFICE,19905,08/12/2012,CRITICAL,OFFICE SUPPLIES,LABELS,19905,REGULAR AIR,08/14/2012
SHP_1277,Prod_11,Ord_922,Cust_316,13701.35,0.01,25,-3687.65,64.59,0.66,MATT ABELMAN,Delhi,Delhi,India,HOME OFFICE,19905,08/12/2012,CRITICAL,FURNITURE,TABLES,19905,DELIVERY TRUCK,08/14/2012
SHP_1278,Prod_1,Ord_923,Cust_330,512.83,0.01,24,-221.56,11.52,0.83,ROLAND BLACK,Delhi,Delhi,India,SMALL BUSINESS,20256,01/31/2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,20256,REGULAR AIR,02/05/2012
SHP_1279,Prod_7,Ord_924,Cust_327,41.23,0.09,35,-21.51,0.7,0.81,MIKE KENNEDY,Delhi,Delhi,India,CORPORATE,20386,02/27/2010,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,20386,REGULAR AIR,02/27/2010
SHP_128,Prod_17,Ord_94,Cust_68,5403.37,0.06,39,948.79,17.85,0.56,DOROTHY BADDERS,Mumbai,Maharashtra,India,HOME OFFICE,15106,01/27/2011,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,15106,DELIVERY TRUCK,01/27/2011
SHP_1280,Prod_4,Ord_925,Cust_331,381.1995,0.08,7,-233.56,8.99,0.58,DANA KAYDOS,Delhi,Delhi,India,CORPORATE,20455,06/28/2010,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,20455,EXPRESS AIR,06/29/2010
SHP_1281,Prod_12,Ord_926,Cust_332,135.2,0.02,32,59.4,0.5,0.39,DARREN KOUTRAS,Delhi,Delhi,India,CONSUMER,20642,05/19/2012,HIGH,OFFICE SUPPLIES,LABELS,20642,REGULAR AIR,05/20/2012
SHP_1282,Prod_15,Ord_927,Cust_326,5428.49,0.05,35,-1046.78,60.2,0.77,CHARLES SHELDON,Delhi,Delhi,India,CORPORATE,21379,01/14/2011,HIGH,FURNITURE,CHAIRS & CHAIRMATS,21379,DELIVERY TRUCK,01/16/2011
SHP_1283,Prod_15,Ord_928,Cust_308,5178.17,0.03,41,531.69,30,0.64,STEVE CARROLL,Delhi,Delhi,India,CONSUMER,21766,06/01/2009,HIGH,FURNITURE,CHAIRS & CHAIRMATS,21766,DELIVERY TRUCK,06/03/2009
SHP_1284,Prod_5,Ord_928,Cust_308,535.24,0.01,32,216.43,3.73,0.46,STEVE CARROLL,Delhi,Delhi,India,CONSUMER,21766,06/01/2009,HIGH,FURNITURE,OFFICE FURNISHINGS,21766,REGULAR AIR,06/03/2009
SHP_1285,Prod_3,Ord_929,Cust_311,563.08,0.1,32,112.97,5.23,0.37,SEAN WENDT,Delhi,Delhi,India,CORPORATE,22053,08/21/2010,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,22053,REGULAR AIR,08/23/2010
SHP_1286,Prod_8,Ord_930,Cust_300,192.12,0.04,5,-74.85,1.99,0.51,SARAH JORDON,Delhi,Delhi,India,CONSUMER,22368,02/19/2010,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,22368,REGULAR AIR,02/20/2010
SHP_1286,Prod_1,Ord_930,Cust_300,2788.04,0.01,34,-849.18,35,0.83,SARAH JORDON,Delhi,Delhi,India,CONSUMER,22368,02/19/2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,22368,REGULAR AIR,02/20/2010
SHP_1287,Prod_17,Ord_930,Cust_300,3917.61,0.08,33,40.76,56.14,0.39,SARAH JORDON,Delhi,Delhi,India,CONSUMER,22368,02/19/2010,MEDIUM,TECHNOLOGY,OFFICE MACHINES,22368,DELIVERY TRUCK,02/21/2010
SHP_1288,Prod_16,Ord_931,Cust_333,56.47,0.05,4,-29.9,4.59,0.82,NEIL DUCICH,Delhi,Delhi,India,HOME OFFICE,22885,11/23/2009,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",22885,REGULAR AIR,11/25/2009
SHP_1289,Prod_5,Ord_932,Cust_300,216.25,0.09,19,58.84,2.85,0.55,SARAH JORDON,Delhi,Delhi,India,CONSUMER,22947,12/18/2009,LOW,FURNITURE,OFFICE FURNISHINGS,22947,REGULAR AIR,12/25/2009
SHP_129,Prod_6,Ord_95,Cust_47,2066.16,0.02,50,372.36,17.48,0.36,DELFINA LATCHFORD,Mumbai,Maharashtra,India,SMALL BUSINESS,15108,08/27/2009,HIGH,OFFICE SUPPLIES,PAPER,15108,REGULAR AIR,08/29/2009
SHP_1290,Prod_2,Ord_933,Cust_319,937.62,0.03,42,187.2,5.94,0.5,MICHAEL GRANLUND,Delhi,Delhi,India,HOME OFFICE,23844,07/06/2009,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,23844,REGULAR AIR,07/08/2009
SHP_1290,Prod_2,Ord_933,Cust_319,1861.36,0,40,627.85,4.62,0.56,MICHAEL GRANLUND,Delhi,Delhi,India,HOME OFFICE,23844,07/06/2009,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,23844,REGULAR AIR,07/08/2009
SHP_1291,Prod_12,Ord_933,Cust_319,33.02,0.08,11,8.4,0.5,0.37,MICHAEL GRANLUND,Delhi,Delhi,India,HOME OFFICE,23844,07/06/2009,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,23844,REGULAR AIR,07/07/2009
SHP_1292,Prod_8,Ord_934,Cust_311,199.16,0.1,5,-64.87,1.99,0.44,SEAN WENDT,Delhi,Delhi,India,CORPORATE,24039,07/17/2012,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,24039,REGULAR AIR,07/19/2012
SHP_1293,Prod_6,Ord_935,Cust_303,967.27,0.07,28,309.31,7.5,0.38,THEONE PIPPENGER,Delhi,Delhi,India,CORPORATE,25347,06/12/2009,LOW,OFFICE SUPPLIES,PAPER,25347,REGULAR AIR,06/19/2009
SHP_1294,Prod_6,Ord_936,Cust_307,483.74,0.02,45,206.27,1.79,0.38,MICHAEL GRANLUND,Delhi,Delhi,India,CORPORATE,25825,07/19/2012,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,25825,REGULAR AIR,07/22/2012
SHP_1295,Prod_13,Ord_936,Cust_307,159.65,0.06,27,-1.79,2.27,0.56,MICHAEL GRANLUND,Delhi,Delhi,India,CORPORATE,25825,07/19/2012,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,25825,REGULAR AIR,07/19/2012
SHP_1296,Prod_4,Ord_937,Cust_304,7452.137,0.02,43,2028.36,5.99,0.59,ART FERGUSON,Delhi,Delhi,India,CORPORATE,26304,03/19/2011,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,26304,REGULAR AIR,03/20/2011
SHP_1297,Prod_2,Ord_938,Cust_330,173.11,0.02,37,-121.58,5.15,0.59,ROLAND BLACK,Delhi,Delhi,India,SMALL BUSINESS,26726,12/27/2012,HIGH,OFFICE SUPPLIES,APPLIANCES,26726,REGULAR AIR,12/27/2012
